locationId,providerId,locationName,registrationStatus,registrationDate,addressLine1,town,postcode,region,localAuthority,constituency,latitude,longitude,phoneNumber,regulatedActivities,gacServiceTypes,overallRating,overallRatingDate,numberOfBeds,website
1-19888835501,1-101669407,London Care- Prospect Place,Registered,12/09/2024,Blake Avenue,Gillingham,ME7 1FX,South East,Medway,Gillingham and Rainham,51.396159,0.554855,,Personal care,Supported housing,,,0,
1-19891207032,1-18187122802,Quality Team Healthcare Ltd,Registered,16/09/2024,15 Topaz Drive,Sittingbourne,ME10 5TP,South East,Kent,Sittingbourne and Sheppey,51.3514576,0.7192856,7342966536,Personal care,Homecare agencies,,,0,
1-19891348756,1-5117881566,Ideal Care Services - Kent,Registered,02/10/2024,"Room B, Part First Floor",Tunbridge Wells,TN1 1UL,South East,Kent,Tunbridge Wells,51.1289402,0.2630315,7903817578,"Personal care; Treatment of disease, disorder or injury",Homecare agencies; Supported living,Good,31/08/2022,0,
1-19895134075,1-18733144431,Med-H Care Limited,Registered,02/10/2024,21 Lambert Drive,Maidstone,ME15 8WN,South East,Kent,Faversham and Mid Kent,51.2421197,0.5665419,1622233022,Personal care,Homecare agencies,,,0,
1-19897154265,1-18231251066,OptionOne Services UK LTD,Registered,01/10/2024,"Room 338, Regus House",Dartford,DA2 6QD,South East,Kent,Dartford,51.4556549,0.2488126,79930751456,Personal care,Homecare agencies,,,0,
1-2012106112,1-1953315234,White Cross Care Ltd,Registered,12/05/2015,Fort Horsted Business Centre,Chatham,ME4 6HZ,South East,Medway,Chatham and Aylesford,51.358713,0.513971,1634888625,"Personal care; Treatment of disease, disorder or injury",Homecare agencies; Supported living,Good,06/06/2019,0,www.whitecrosscare.co.uk
1-2013534526,1-101666330,Forge House Care,Registered,06/05/2015,"Victory House, Suite B1",Chatham,ME4 4QU,South East,Medway,Rochester and Strood,51.401352,0.538969,1634671404,Personal care,Supported living,Requires improvement,25/08/2022,0,
1-2013752120,1-301959434,Maidstone Home Care Limited,Registered,20/07/2015,Home Care House,Aylesford,ME20 7BS,South East,Kent,Chatham and Aylesford,51.304273,0.48326,1622719988,Personal care,Homecare agencies,Requires improvement,31/05/2022,0,
1-2031930233,1-1992042697,Brooklands Homecare Ltd - Edenbridge,Registered,16/05/2015,Brooklands Cottage,Edenbridge,TN8 5QR,South East,Kent,Tonbridge,51.1767094,0.0511029,1732865956,Personal care,Homecare agencies,,,0,www.brooklands-homecare.com
1-2036348051,1-101668621,Shared Lives,Registered,18/05/2015,Gun Wharf,Chatham,ME4 4TR,South East,Medway,Rochester and Strood,51.389111,0.523988,1634337100,Personal care,Shared lives,Good,14/02/2019,0,
1-2031930307,1-1992042697,Brooklands Homecare Ltd,Registered,16/05/2015,Marsh Green Road,Edenbridge,TN8 5QR,South East,Kent,Tonbridge,51.1766904,0.0509098,1903244424,Personal care,Homecare agencies,,,0,
1-2038764854,1-1935534033,All About Home Care (Kent),Registered,24/04/2015,"Riverside House, Riverside Business Centre",Tonbridge,TN9 1EP,South East,Kent,Tonbridge,51.1932428,0.2718784,1892575499,Personal care,Homecare agencies,Outstanding,06/03/2020,0,www.allabouthomecare.co.uk
1-20396369094,1-18325968966,Major 1 Healthcare Solutions Ltd,Registered,10/01/2025,HQ Margate 35 Marine Terrace,Margate,CT9 1XJ,South East,Kent,East Thanet,51.3866016,1.3773773,7985349876,Personal care,Homecare agencies,,,0,
1-20399982687,1-19887193320,SureCare Dartford & Gravesend,Registered,18/11/2024,"Storage King, 599-613, Princes Rd",Dartford,DA2 6HH,South East,Kent,Dartford,51.4384195,0.2457788,1322912347,Personal care,Homecare agencies,,,0,www.surecare.co.uk/dardford/
1-2041988093,1-1935709153,Retons Care and Training Services Ltd,Registered,22/10/2015,"Unit 37, The Basepoint",Dartford,DA1 5FS,South East,Kent,Dartford,51.4497576,0.2147565,7476066043,Personal care,Homecare agencies,Good,07/08/2021,0,www.retonscare.co.uk
1-20631213137,1-18775507511,Gracefields Healthcare Ltd,Registered,03/12/2024,4 Spot Lane,Maidstone,ME15 8PR,South East,Kent,Faversham and Mid Kent,51.2674463,0.5685682,7865233787,Personal care,Homecare agencies,,,0,
1-20633836227,1-3932127552,Vibrant Care Home Dover,Registered,16/12/2024,409 - 411 Folkestone Road,Dover,CT17 9JT,South East,Kent,Dover and Deal,51.1193,1.2881314,3301741402,"Personal care; Accommodation for persons who require nursing or personal care; Treatment of disease, disorder or injury",Nursing homes; Homecare agencies,,,20,
1-20633852494,1-3618589560,Angels Care Solutions Limited,Registered,10/12/2024,F3 Admiral Offices,Chatham,ME4 4TZ,South East,Medway,Rochester and Strood,51.3932784,0.5265344,1634558546,Personal care,Homecare agencies,,,0,
1-20708158145,1-18664797672,Osabea Healthcare Solutions Limited,Registered,19/01/2025,Suite FA4D,Maidstone,ME14 1LH,South East,Kent,Maidstone and Malling,51.2758206,0.5199928,1622809496,Personal care,Homecare agencies; Supported living,,,0,
1-207238514,1-131465019,Bluebird Care (Gravesham & Dartford),Registered,16/03/2011,Whitehall Place,Gravesend,DA12 2DL,South East,Kent,Gravesham,51.4434422,0.3751422,1474560160,Personal care,Homecare agencies,Good,26/08/2021,0,www.bluebirdcare.co.uk
1-2093133330,1-483065861,Dickley Court,Registered,09/07/2015,Dickley Lane,Maidstone,ME17 2DD,South East,Kent,Faversham and Mid Kent,51.2428335,0.7017025,1622859216,Personal care; Accommodation for persons who require nursing or personal care,Residential homes; Community services - Learning disabilities; Supported living,,,13,www.symboluk.co.uk
1-2118203914,1-101723187,The Care Company,Registered,09/07/2015,"Unit 18, Pickhill Business Centre",Tenterden,TN30 7LZ,South East,Kent,Weald of Kent,51.0537098,0.6939679,1580762202,Personal care,Homecare agencies,Good,12/10/2017,0,www.carecompany.biz
1-21274478070,1-101726978,Knoll House,Registered,03/01/2025,1 Common Lane,Dartford,DA2 7DE,South East,Kent,Sevenoaks,51.4269228,0.1980865,1322600520,Personal care,Supported living,,,0,
1-2136980291,1-177568286,Austen Allen Homecare - Gravesham,Registered,21/10/2015,176 Old Road West,Gravesend,DA11 0LZ,South East,Kent,Gravesham,51.4355609,0.3574527,1474558790,Personal care,Homecare agencies,,,0,www.aa-homecare.co.uk
1-2142652275,1-143804851,Crossroads Care Kent,Registered,28/07/2015,170 Tonbridge Road,Maidstone,ME18 5NS,South East,Kent,Tonbridge,51.2553078,0.4246655,1622817114,Personal care,Homecare agencies,Good,18/04/2019,0,
1-21477754309,1-8744011213,Integral Focus Support and Care Services (Kent),Registered,06/01/2025,20a,Dartford,DA1 1HD,South East,Kent,Dartford,51.4436005,0.2174091,2031500065,Personal care,Homecare agencies; Supported living,,,0,
1-2153663053,1-2125701982,Ellens Court Care Home,Registered,20/11/2015,Lady Margaret Manor Road,Sittingbourne,ME9 0NT,South East,Kent,Faversham and Mid Kent,51.2633231,0.7581723,1795651061,Personal care; Accommodation for persons who require nursing or personal care,Residential homes; Homecare agencies; Supported living,Good,14/12/2019,9,www.inspirecaregroup.com
1-2161965262,1-2058412271,Lauriem Complete Care Limited - Deal,Registered,03/08/2015,32 Albert Road,Deal,CT14 9FE,South East,Kent,Dover and Deal,51.2235664,1.3972377,1304361222,Personal care,Homecare agencies,,,0,www.lauriem.co.uk
1-2161964872,1-2058412271,Lauriem Complete Care Limited - Ditton,Registered,03/08/2015,Unit 8 Priory Gate,Maidstone,ME14 1PT,South East,Kent,Maidstone and Malling,51.2765351,0.5236622,1622716780,Personal care,Homecare agencies,,,0,www.lauriem.co.uk
1-21696883133,1-101666438,Rockdale Cares,Registered,24/01/2025,"39 Rockdale Gardens, Rockdale Road",Sevenoaks,TN13 1JX,South East,Kent,Sevenoaks,51.2695352,0.1907248,1732458762,Personal care,Homecare agencies,,,0,
1-21723893734,1-20711404120,Havilah Discovery Care,Registered,23/04/2025,8a High Street,Gillingham,ME7 1BB,South East,Medway,Gillingham and Rainham,51.3891927,0.542891,,Personal care,Homecare agencies,,,0,
1-21812246852,1-20411841493,Theotokos Healthcare Services (THS) Ltd,Registered,04/03/2025,29 Kitchener Avenue,Chatham,ME4 5XP,South East,Medway,Chatham and Aylesford,51.3682147,0.5279682,7534407129,Personal care,Homecare agencies,,,0,
1-21880674838,1-20711052661,Tammy J Care Services,Registered,10/03/2025,26 Kings Hill Avenue,West Malling,ME19 4AE,South East,Kent,Maidstone and Malling,51.276847,0.396749,2030051973,Personal care,Homecare agencies,,,0,
1-21880670500,1-20710962727,Resilient Healthcare Limited,Registered,26/03/2025,Basepoint Northfleet,Gravesend,DA11 8HN,South East,Kent,Gravesham,51.4371377,0.3348277,7359381779,"Personal care; Treatment of disease, disorder or injury",Homecare agencies; Supported living,,,0,
1-2194228851,1-101625818,Wurel House,Registered,30/09/2015,135 London Road,Sittingbourne,ME10 1NR,South East,Kent,Sittingbourne and Sheppey,51.342713,0.718817,7879648163,Personal care,Homecare agencies,,,0,www.wurelhouse.co.uk
1-21977385685,1-19177312454,Private Homecare Kent Ltd,Registered,03/03/2025,7 Great Conduit Street,Hythe,CT21 5AQ,South East,Kent,Folkestone and Hythe,51.0716378,1.0836759,,Personal care,Homecare agencies,,,0,
1-21990003448,1-18389808503,Head Office,Registered,05/03/2025,7 Outred Place,Swanscombe,DA10 1DN,South East,Kent,Dartford,51.4326394,0.3056306,,Personal care,Homecare agencies,,,0,
1-22054466305,1-12428396237,Brookhaven Care,Registered,18/02/2025,26 Hawden Close,Tonbridge,TN11 9BP,South East,Kent,Tonbridge,51.2067938,0.2566674,,Personal care,Supported living,,,0,
1-22097601271,1-7722669145,Maplewood Independent Living Limited,Registered,18/03/2025,Regus House,Dartford,DA2 6QD,South East,Kent,Dartford,51.4556549,0.2488126,1322470903,Personal care,Homecare agencies,,,0,
1-22099405819,1-20708899508,Fostering Together Shared Lives Scheme - South East Office,Registered,21/02/2025,"The Old Granary, Penstock Hall",Ashford,TN25 5LL,South East,Kent,Ashford,51.1374732,0.9975802,,Personal care,Shared lives,,,0,www.fosteringtogether.co.uk
1-22110584679,1-101677449,LDC Supported Living – Pine Tree,Registered,25/02/2025,109 Barton Road,Dover,CT16 2LX,South East,Kent,Dover and Deal,51.1348586,1.306108,1303276000,Personal care,Supported living,,,0,
1-22116987765,1-1772846870,Meritum Integrated Care LLP (Maidstone),Registered,24/02/2025,Maidstone Innovation Centre,Maidstone,ME14 5FY,South East,Kent,Faversham and Mid Kent,51.2847761,0.5578205,1622239848,Personal care,Homecare agencies; Supported living,,,0,
1-22155259557,1-20708846357,Visiting Angels Central Kent,Registered,10/03/2025,Unit 3 Gamma House,Rochester,ME2 4HU,South East,Medway,Rochester and Strood,51.3924133,0.5128255,7929134939,Personal care,Homecare agencies,,,0,www.visiting-angels.co.uk
1-22155737997,1-21767513564,Thrive Together Social Care,Registered,11/03/2025,"Office 25 First Floor, Discovery Park Limited,",Sandwich,CT13 9FF,South East,Kent,Herne Bay and Sandwich,51.2877555,1.3443824,1227501007,Personal care,Homecare agencies; Supported living,,,0,
1-22156266811,1-20631623893,5C's Professionals Agency,Registered,18/03/2025,131 Temple Hill,Dartford,DA1 5TU,South East,Kent,Dartford,51.4496465,0.22521,7796238426,Personal care,Homecare agencies,,,0,www.5cs.online
1-22156827039,1-18034206538,Office,Registered,01/05/2025,10 Harmer Street,Gravesend,DA12 2AX,South East,Kent,Gravesham,51.4428696,0.3739078,7947499780,Personal care,Homecare agencies,,,0,
1-22158005151,1-16428718917,Ever Kind Care Ltd,Registered,03/04/2025,1 Sydney Road,Deal,CT14 9JP,South East,Kent,Dover and Deal,51.2064175,1.3854112,7355361882,Personal care,Homecare agencies,,,0,
1-22159286974,1-22155218875,SureCare Maidstone,Registered,08/04/2025,"Vinters Business Park, New Cut Road",Maidstone,ME14 5NZ,South East,Kent,Faversham and Mid Kent,51.2797692,0.5491777,1622925143,Personal care,Homecare agencies,,,0,www.surecare.co.uk/maidstone
1-22160915414,1-21260979586,Reignsons Cottage Ltd,Registered,25/03/2025,10 Regency Place,Canterbury,CT1 1YS,South East,Kent,Canterbury,51.2850891,1.0951669,1227903207,Personal care,Homecare agencies,,,0,www.reignsonscottage.com
1-22162665885,1-101677796,Temperance Supported Living,Registered,01/04/2025,25 Warwick Road,Margate,CT9 2JU,South East,Kent,East Thanet,51.3880093,1.4023951,1843221677,Personal care,Supported living,,,0,
1-22164160797,1-18231757092,Blossom Home Care Tunbridge Wells,Registered,28/04/2025,Suite 14 & 15 Riverside House,Tonbridge,TN9 1EP,South East,Kent,Tonbridge,51.193329,0.2720687,1732783508,Personal care,Homecare agencies,,,0,www.blossomhomecare.co.uk
1-22164377532,1-17429779671,Astro Global Care Ltd,Registered,03/04/2025,"Astro Global Care Ltd,",Chatham,ME4 6BA,South East,Medway,Rochester and Strood,51.3823037,0.5214162,1634949512,Personal care,Homecare agencies,,,0,
1-221658269,1-101721981,Scott Care's Medway Branch,Registered,09/04/2011,"Unit 71, Riverside, 3 Riverside Estate",Rochester,ME2 4DP,South East,Medway,Rochester and Strood,51.390035,0.51954,1634730668,Personal care,Homecare agencies,Requires improvement,14/12/2022,,www.scottcare.co.uk
1-22231393981,1-21231644784,Care Serene Ltd,Registered,08/04/2025,32 Beaver Road,Ashford,TN23 7RP,South East,Kent,Ashford,51.1416497,0.871781,7401292000,Personal care,Homecare agencies,,,0,
1-22324098198,1-26055402595,Prestige Nursing and Care - Dartford,Registered,27/01/2026,"3rd Floor, Banks Place",Dartford,DA1 1EX,South East,Kent,Dartford,51.4438316,0.2189886,1322772472,"Personal care; Treatment of disease, disorder or injury",Homecare agencies,Good,22/01/2020,0,www.prestige-nursing.co.uk/our-locations/dartford
1-224723136,1-177568286,Austen Allen Homecare - Dartford,Registered,15/04/2011,16 Hythe Street,Dartford,DA1 1BX,South East,Kent,Dartford,51.445093,0.2164883,1322424558,Personal care,Homecare agencies,Good,04/05/2019,,www.aa-healthcare.co.uk
1-226611712,1-172992927,"Alzheimer's and Dementia Support Services, Safeharbour Memory Wellbeing Centre",Registered,06/04/2011,Coldharbour Road,Gravesend,DA11 8AE,South East,Kent,Gravesham,51.4314051,0.347628,1474533990,Personal care,Homecare agencies,Good,26/05/2022,,www.alzheimers-dementia.org.uk
1-22729605285,1-20769178493,MEDPLUS Care,Registered,20/05/2025,27 Woodward Terrace,Greenhithe,DA9 9DD,South East,Kent,Dartford,51.4451119,0.2642181,7846578397,Personal care,Homecare agencies,,,0,www.medpluscare.co.uk/
1-22752371753,1-21275256317,A Heart for Care Limited,Registered,11/04/2025,St. Andrews House,Canterbury,CT1 2BJ,South East,Kent,Canterbury,51.2747543,1.0750412,1227204858,Personal care,Homecare agencies,,,0,www.visiting-angels.co.uk
1-22753093675,1-6455105516,Alina Homecare - Tonbridge & Tunbridge Wells,Registered,11/04/2025,Office 8 Pipers Business Centre,Tonbridge,TN9 1SP,South East,Kent,Tonbridge,51.1906467,0.284188,1732600222,Personal care,Homecare agencies,,,0,www.alinahomecare.com
1-2276538651,1-2210935642,Pure Life Homecare,Registered,23/11/2015,"Unit B3, Clover House",Whitstable,CT5 3QZ,South East,Kent,Canterbury,51.3581596,1.0561909,1227207340,Personal care,Homecare agencies,Good,31/08/2022,0,
1-22819132586,1-118166337,Endurance Care – Harrietsham and Medway,Registered,29/04/2025,Suite 25 Kent Space,Chatham,ME5 8UD,South East,Medway,Chatham and Aylesford,51.3295349,0.5422419,1622580210,Personal care,Supported living,,,0,
1-22985089515,1-20632791371,Dream Care Ltd,Registered,04/06/2025,Unit 1-2,Ashford,TN24 8DF,South East,Kent,Ashford,51.1501259,0.8744864,1233515106,Personal care,Homecare agencies,,,0,
1-22999522615,1-21283453958,Care365 Limited,Registered,07/05/2025,40 Old Park Avenue,Canterbury,CT1 1DL,South East,Kent,Canterbury,51.2870091,1.0973902,,Personal care,Homecare agencies,,,0,
1-2306462025,1-101694498,Nurse Plus UK - Dover,Registered,27/02/2016,Beechwood House,Dover,CT16 3PN,South East,Kent,Dover and Deal,51.1522428,1.2905137,1304273300,"Personal care; Treatment of disease, disorder or injury",Homecare agencies,Good,13/09/2018,0,www.nursepluscareathome.com/
1-23103282848,1-18784245290,Sylvian Care Tonbridge & Royal Tunbridge Wells,Registered,07/05/2025,Regus - Pluto House,Tunbridge Wells,TN1 1DJ,South East,Kent,Tunbridge Wells,51.1301738,0.2615624,,Personal care,Homecare agencies,,,0,
1-23111400086,1-18026564077,Primcura Healthcare Ltd,Registered,23/05/2025,Lombard House,Canterbury,CT1 2NF,South East,Kent,Canterbury,51.276002,1.082653,1227935700,Personal care,Homecare agencies,,,0,www.primcurahealthcare.co.uk
1-23115790475,1-18795903716,MA HEALTHCARE SUPPORT LTD OFFICE G07A BRUNEL WAY,Registered,08/05/2025,Office GO7A,Dartford,DA1 5GA,South East,Kent,Dartford,51.4608803,0.2309153,2030893548,Personal care,Homecare agencies,,,0,"www.mahealthcaresupport.com  		"
1-23178914155,1-20650297695,Glorious Care Services Limited,Registered,12/05/2025,17,Chatham,ME4 6BA,South East,Medway,Rochester and Strood,51.3823037,0.5214162,7474413892,Personal care,Homecare agencies,,,0,
1-23210540918,1-18736663955,Location 1,Registered,28/05/2025,88a,Chatham,ME5 8AH,South East,Medway,Chatham and Aylesford,51.3439761,0.5296927,7380980551,Personal care,Homecare agencies,,,0,
1-23293814165,1-18645225388,Genesyscare Healthcare Services Limited,Registered,01/07/2025,5 Acorn Terrace,Sittingbourne,ME9 7AZ,South East,Kent,Sittingbourne and Sheppey,51.3715074,0.6424551,,Personal care,Homecare agencies; Supported living,,,0,
1-23331370653,1-18635841047,INTEGRATED HEALTHCARE PROFESSIONALS LTD,Registered,02/06/2025,"First Floor, Ascend",Chatham,ME4 4HY,South East,Medway,Rochester and Strood,51.3832475,0.5257102,7825513106,Personal care,Homecare agencies,,,0,
1-23408099308,1-18920485559,Refined Care Services,Registered,30/05/2025,60 Mount Pleasant Road,Dartford,DA1 1TH,South East,Kent,Dartford,51.445469,0.2222775,,Personal care,Homecare agencies,,,0,
1-23410241510,1-21270624340,Magnus Healthcare,Registered,11/06/2025,9 Huntersfield Close,Chatham,ME5 8XZ,South East,Medway,Chatham and Aylesford,51.3339796,0.5440158,7537908711,Personal care,Homecare agencies; Supported living,,,0,
1-23489505122,1-18583101496,Dawning Care Ltd,Registered,08/06/2025,3 Tudeley Lane,Tonbridge,TN9 2JN,South East,Kent,Tonbridge,51.184944,0.279627,7846483819,Personal care,Homecare agencies,,,0,
1-23500761535,1-20711477035,Ola Prestige Care Services-Dartford.,Registered,05/06/2025,Regus House,Dartford,DA2 6QD,South East,Kent,Dartford,51.455655,0.248784,,Personal care,Homecare agencies,,,0,
1-2352094536,1-2311495102,Lucketts Farm,Registered,04/01/2016,17 Blean Hill,Canterbury,CT2 9EF,South East,Kent,Canterbury,51.303436,1.044673,1227478564,Personal care,Supported living,,,0,
1-23541024700,1-21803910241,Butler Healthcare Support,Registered,21/07/2025,18 Ely Gardens,Tonbridge,TN10 4NZ,South East,Kent,Tonbridge,51.2054423,0.2827578,,Personal care,Homecare agencies,,,0,
1-236309305,1-220974769,Reflective Care Limited,Registered,06/07/2011,No 6a North Street,New Romney,TN28 8DW,South East,Kent,Folkestone and Hythe,50.98606,0.938965,1797364894,Personal care,Supported living,Good,13/02/2020,,www.ReflectiveCare.org.uk
1-23639104832,1-21065526723,Livingwell Services Ltd,Registered,18/06/2025,"4 Berkeley Mount, Old Road",Chatham,ME4 6BW,South East,Medway,Chatham and Aylesford,51.3798662,0.5232303,7956454448,Personal care,Homecare agencies,,,0,www.livingwellservices.co.uk
1-23665934671,1-18391437665,40 Waterlow Road,Registered,27/06/2025,40 Waterlow Road,Maidstone,ME14 2TP,South East,Kent,Maidstone and Malling,51.2804687,0.5275596,7715271036,Personal care,Homecare agencies,,,0,
1-237449361,1-214646298,Hawkinge House,Registered,29/04/2011,Hurricane Way,Folkestone,CT18 7SS,South East,Kent,Ashford,51.1105458,1.1585726,1303890100,"Personal care; Accommodation for persons who require nursing or personal care; Treatment of disease, disorder or injury",Community services - Healthcare; Nursing homes; Homecare agencies; Supported housing; Supported living,Requires improvement,02/04/2022,55,www.hawkingehouse.co.uk
1-2384458741,1-118163801,Avante Home Care and Support Service,Registered,22/12/2015,De Gelsey House,Faversham,ME13 8GD,South East,Kent,Faversham and Mid Kent,51.311186,0.899007,1795597454,Personal care,Homecare agencies,Good,03/04/2020,0,www.avantecare.org.uk
1-23889884797,1-21705850797,RCB Homecare Limited,Registered,16/07/2025,Priory Mews,Dartford,DA2 6EG,South East,Kent,Dartford,51.4393157,0.2473557,1322935250,Personal care,Homecare agencies,,,0,
1-2389553113,1-1772846870,Meritum Integrated Care LLP (Folkestone),Registered,04/01/2016,"Unit 11, Folkestone Enterprise Centre",Folkestone,CT19 4RH,South East,Kent,Folkestone and Hythe,51.0947286,1.1509553,1303297010,Personal care,Homecare agencies; Supported living,,,0,www.meritum.org.uk
1-24037326040,1-21273486703,S2S Healthcare Ltd,Registered,15/07/2025,26 House Meadow,Ashford,TN23 5HG,South East,Kent,Ashford,51.137202,0.833804,7889665840,Personal care,Homecare agencies,,,0,www.s2shealthcare.co.uk
1-24075251486,1-17195558165,Ashvine Care,Registered,22/07/2025,1 Gipps Avenue,Canterbury,CT1 3ZR,South East,Kent,Canterbury,51.2653188,1.0577689,1227678041,Personal care,Homecare agencies,,,0,
1-24093149541,1-116992858,DCA Kent,Registered,18/08/2025,129 Northdown Road,Margate,CT9 2QY,South East,Kent,East Thanet,51.38838,1.395554,7502536425,Personal care,Homecare agencies; Supported living,,,0,www.achievetogether.co.uk
1-24126018850,1-22037551184,Banner House Support Services,Registered,23/07/2025,"Unit 52, Dartford Business Park",Dartford,DA1 5FS,South East,Kent,Dartford,51.4503084,0.2141643,1322518241,Personal care,Homecare agencies; Supported living,,,0,www.bannerhouse.org
1-24218952740,1-22819132020,Rehoboth Care UK,Registered,12/08/2025,Suite 1 Lansdown House,Gravesend,DA11 8QX,South East,Kent,Gravesham,51.4340712,0.3522947,1474368145,Personal care,Supported living,,,0,www.prosperityhousinggroup.co.uk
1-24208564083,1-21082459645,Namaste Care Services Limited,Registered,04/09/2025,1 Wakehurst Close,Maidstone,ME17 4TB,South East,Kent,Weald of Kent,51.2342699,0.4894304,7888528297,Personal care,Homecare agencies,,,0,
1-24246638195,1-21880650025,Angel + Homecare LTD,Registered,01/08/2025,41 Laxton Way,Sittingbourne,ME10 2QL,South East,Kent,Sittingbourne and Sheppey,51.3514319,0.7253231,,Personal care,Homecare agencies,,,0,
1-24326543902,1-21087650345,Ivy League Care Limited,Registered,13/08/2025,Innovation Centre Medway,Chatham,ME5 9FD,South East,Medway,Chatham and Aylesford,51.34745,0.507395,1622947397,Personal care,Supported living,,,0,www.ivyleaguecare.co.uk
1-2448565329,1-101664805,Cartref Homes Supported Living Scheme,Registered,02/02/2016,85 Bell Road,Sittingbourne,ME10 4EE,South East,Kent,Sittingbourne and Sheppey,51.332506,0.734236,1795471934,Personal care,Homecare agencies; Supported living,Good,22/10/2019,0,www.cartrefhomes.co.uk
1-2476660205,1-1858713764,Expertise Homecare (Central & West Kent) Ltd,Registered,14/03/2016,Wiltshire House,Maidstone,ME15 6RJ,South East,Kent,Maidstone and Malling,51.262806,0.508447,1732448298,Personal care,Homecare agencies,Good,23/01/2020,0,www.centralandwestkent.expertisehomecare.co.uk
1-24777904091,1-16379192190,Amberly Solutions Limited - Medway Branch,Registered,19/01/2026,6-8 Revenge Road,Chatham,ME5 8UD,South East,Medway,Chatham and Aylesford,51.3295349,0.5422419,7552025225,Personal care,Supported living,,,0,
1-247890128,1-101677610,Kent Enablement at Home,Registered,30/06/2011,Swale Local Office,Sittingbourne,ME10 4DD,South East,Kent,Sittingbourne and Sheppey,51.338623,0.733408,3000411480,Personal care,Homecare agencies,Good,30/06/2018,,www.kent.gov.uk
1-247941933,1-101677610,Kent Enablement at Home,Registered,30/06/2011,St Peter's House,Broadstairs,CT10 3JJ,South East,Kent,East Thanet,51.371598,1.416152,3000411480,Personal care,Homecare agencies,Good,30/11/2019,,www.kent.gov.uk
1-247987487,1-101677610,Kent Enablement at Home,Registered,30/06/2011,"Floor 2, Civic Centre",Gravesend,DA12 1AU,South East,Kent,Gravesham,51.4400321,0.3685473,3000411480,Personal care,Homecare agencies,Good,05/01/2018,,www.kent.gov.uk
1-2481243083,1-101693935,Gravesend Care Services,Registered,09/05/2016,Wimborne House,Gravesend,DA12 5FG,South East,Kent,Gravesham,51.423382,0.382861,7442492984,Personal care,Homecare agencies; Supported living,Good,30/06/2017,0,
1-24889584698,1-9369617878,Prima Care,Registered,18/09/2025,"Suite 3, Epps Buildings",Ashford,TN23 1BB,South East,Kent,Ashford,51.1505653,0.8575703,1233234669,Personal care,Homecare agencies,,,0,
1-25045926678,1-101694498,Nurse Plus UK - Ashford,Registered,05/11/2025,Unit 2 Eurogate Business Park,Ashford,TN24 8XU,South East,Kent,Ashford,51.1625208,0.8668477,1233510500,"Personal care; Treatment of disease, disorder or injury",Community services - Nursing; Homecare agencies,,,0,
1-25058665163,1-22907849800,Agape Care,Registered,04/11/2025,24 Broadlands Drive,Chatham,ME5 8HJ,South East,Medway,Chatham and Aylesford,51.3445415,0.5358052,7738229979,Personal care,Homecare agencies; Supported living,,,0,
1-2502510926,1-2253866300,Share the Care Limited Office,Registered,14/03/2016,20 Chetney View,Sittingbourne,ME9 8SU,South East,Kent,Sittingbourne and Sheppey,51.376805,0.7210173,1795660162,Personal care,Homecare agencies,,,0,www.sharethehomecare.co.uk
1-2508908636,1-174576986,Audley Care Ltd - Audley Care Mote House,Registered,10/03/2016,Mote House,Nr Bearsted,ME15 8GA,South East,Kent,Faversham and Mid Kent,51.266494,0.556214,1622633101,Personal care,Homecare agencies,Good,21/12/2019,0,
1-251421733,1-213498192,Xtracare Ltd,Registered,25/05/2011,"Brecon House, Ground Floor",Maidstone,ME14 5DZ,South East,Kent,Maidstone and Malling,51.2747207,0.530675,1622792845,Personal care,Homecare agencies,Good,26/01/2019,,www.xtracareservices.co.uk
1-25270937543,1-23045981718,Regalia Homecare Ltd,Registered,24/10/2025,139 Darland Avenue,Gillingham,ME7 3AH,South East,Medway,Gillingham and Rainham,51.3661898,0.5642693,1634937177,Personal care,Homecare agencies,,,0,
1-25327000964,1-101694498,Nurse Plus UK - Maidstone,Registered,05/11/2025,The Studio,Maidstone,ME14 5PP,South East,Kent,Faversham and Mid Kent,51.2719532,0.5395611,7383997817,"Personal care; Treatment of disease, disorder or injury",Community services - Nursing; Homecare agencies,,,0,
1-2556254741,1-490507355,Bluebird Care (Swale),Registered,05/05/2016,84-86 High Street,Gillingham,ME8 7JH,South East,Medway,Gillingham and Rainham,51.3632602,0.6077631,1795664121,Personal care,Homecare agencies,Good,26/03/2022,0,www.bluebirdcare.co.uk
1-25726598920,1-18679174603,Newington Free Church,Registered,20/11/2025,St. Johns Avenue,Ramsgate,CT12 6JD,South East,Kent,East Thanet,51.3472795,1.3869077,7481419385,Personal care,Homecare agencies,,,0,www.integrity24care.com
1-25824809021,1-20711532771,GM PRIME CARE,Registered,27/11/2025,"Suite G, Quayside House",Chatham,ME4 4QZ,South East,Medway,Rochester and Strood,51.4020395,0.5379431,7813762830,Personal care,Homecare agencies,,,0,
1-25831649381,1-23436162080,Blue Diamond Care Services Ltd,Registered,01/12/2025,6-7 The Parade,Folkestone,CT20 1SL,South East,Kent,Folkestone and Hythe,51.0800048,1.1846396,,Personal care,Supported living,,,0,
1-25832686590,1-102643044,Avenues West Kent,Registered,02/12/2025,6 Holly Lodge,Tonbridge,TN11 9LT,South East,Kent,Tonbridge,51.2285684,0.2405691,1732833879,Personal care,Supported living,,,0,
